μmax,Ks,best_ObjV
0.05075106051820429,0.6540726950895718,0.008895023826429725
0.04710715048677023,0.499954222235786,0.009453418409963258
0.05075106051820429,0.6540726950895718,0.008895023826429725
0.04880764183477279,0.5968810083315531,0.009015743111730893
0.0530588702047792,0.750022888882107,0.008995171179960779
0.058221076082644124,1.000030518509476,0.010138604772297902
0.0530588702047792,0.750022888882107,0.008995171179960779
0.051176183355204935,0.6668904690694907,0.008891627205357923
0.0530588702047792,0.750022888882107,0.008995171179960779
0.051176183355204935,0.6668904690694907,0.008891627205357923
