,anammox_inhibition_factor,cod_anaerobic_digestion_inhibition_factor,Ammonia_OUT,Nitrite_OUT,Nitrate_OUT
285,0.7,0.05,0.058889913191084636,0.40332646561202173,0.09257505404962107
286,0.7,0.06,0.05884150146140814,0.40328895187916025,0.09533875514329587
287,0.7,0.07,0.05879571133286609,0.40325336246044036,0.09841664727566429
288,0.7,0.08,0.05875231615715821,0.40321952611236345,0.10177244896892777
289,0.7,0.09,0.05871111624316624,0.4031872941407239,0.10537360339840712
290,0.7,0.1,0.058671934821592525,0.4031565365261984,0.10919087207206941
291,0.7,0.2,0.05836339088497678,0.40291008536899847,0.15458273261295702
292,0.7,0.3,0.05815252486430263,0.40273666388532986,0.20428332658875992
293,0.7,0.4,0.057979393595202704,0.4026112918614312,0.25234626500373786
294,0.7,0.5,0.05787915076457557,0.40250541550897406,0.2967190384890924
295,0.7,0.6,0.05778481063217765,0.4024239942913535,0.33701126596216935
296,0.7,0.7,0.05770793990106949,0.40235707966046336,0.3733315251634108
297,0.7,0.8,0.05764403149809073,0.4023010800309634,0.40602078880113673
298,0.7,0.9,0.05759002432592389,0.4022535097922692,0.4354731873896486
299,0.7,1.0,0.05754376058771882,0.40221258998377096,0.4620720635599745
300,0.75,0.0,0.055267004031634995,0.423246321203307,0.0841887037208123
301,0.75,0.01,0.05523113808469033,0.42317408246226546,0.08380735334657372
302,0.75,0.02,0.05519835437708783,0.4231075258102211,0.08403617098832841
303,0.75,0.03,0.05516827251767675,0.4230459312449227,0.08480898190408334
304,0.75,0.04,0.05514057254388289,0.42298870261825766,0.08606664962526653
305,0.75,0.05,0.05511498333296791,0.42293534143433564,0.08775627043237613
306,0.75,0.06,0.05509127358742669,0.4228854270829553,0.08983046683328838
307,0.75,0.07,0.055069244750780774,0.4228386017364798,0.09224676740651556
308,0.75,0.08,0.05504872538757173,0.4227945586729259,0.09496706191568757
309,0.75,0.09,0.05502956668583389,0.4227530331487222,0.09795712201322819
310,0.75,0.1,0.0550116388284881,0.42271379519152374,0.10118617911298532
311,0.75,0.2,0.05488046596950069,0.42241267148117295,0.1416948382358021
312,0.75,0.3,0.054801066143586784,0.4222140863744219,0.18777561837447138
313,0.75,0.4,0.054736551099647895,0.42208435951115636,0.23298919207968372
314,0.75,0.5,0.05471049148316915,0.4219645608286787,0.2750986872221253
315,0.75,0.6,0.05468245829664943,0.42188048492213004,0.31349271192406264
316,0.75,0.7,0.054660833536589376,0.421812755551947,0.3482061759270432
317,0.75,0.8,0.054643685487030275,0.4217569852760074,0.3795143965974252
318,0.75,0.9,0.05462978078551029,0.42171024142968555,0.4077650412567296
319,0.75,1.0,0.05461829649412098,0.4216704844935334,0.43330741705074166
320,0.8,0.0,0.0525739191066074,0.45437507065633476,0.08450131237391274
321,0.8,0.01,0.05255590824714503,0.45431786129145263,0.08325649927848747
322,0.8,0.02,0.0525401539817461,0.45426789908128495,0.08266195835067619
323,0.8,0.03,0.052526335714099634,0.4542241120674666,0.08264861006302483
324,0.8,0.04,0.05251418784607375,0.454185622389146,0.08315467547395552
325,0.8,0.05,0.05250348866280119,0.4541517045548197,0.08412484534122888
326,0.8,0.06,0.052494051788712685,0.45412175401737426,0.08550955026902367
327,0.8,0.07,0.05248571954964158,0.4540952632070694,0.08726431931961512
328,0.8,0.08,0.05247835776504587,0.454071803038608,0.0893492159447298
329,0.8,0.09,0.05247185162491534,0.45405100848825486,0.09172834143861269
330,0.8,0.1,0.05246610239790277,0.45403256723327406,0.09436939734563185
331,0.8,0.2,0.052435916681116926,0.45393272925234257,0.12999948441858042
332,0.8,0.3,0.05243093648075321,0.4539108940767363,0.17246845056924828
333,0.8,0.4,0.052432767809888564,0.4539323859942196,0.21483859373090922
334,0.8,0.5,0.05243923061688421,0.4539616481038592,0.2547328202679686
335,0.8,0.6,0.052453515682234615,0.45396373275500207,0.2912062558523945
336,0.8,0.7,0.0524633824680842,0.4539895234115722,0.32432381226264906
337,0.8,0.8,0.05247297076288249,0.4540148810399614,0.35426157641952677
338,0.8,0.9,0.05248206371556638,0.4540390925175598,0.38132063884147815
339,0.8,1.0,0.05249058053811811,0.4540618664961701,0.4058162147954839
340,0.85,0.0,0.05094977156288213,0.49736239031190926,0.0859467334296352
341,0.85,0.01,0.05093842251778302,0.4973622198866056,0.08384361197495165
342,0.85,0.02,0.05092892798256722,0.49736999048145114,0.08243060475588493
343,0.85,0.03,0.050921005354278306,0.49738424264001274,0.08163576905382278
344,0.85,0.04,0.05091442286624728,0.49740379853091404,0.08139471626556165
345,0.85,0.05,0.05090898888194663,0.49742769989453905,0.0816497577928099
346,0.85,0.06,0.05090454375767382,0.4974551615063461,0.08234915341691229
347,0.85,0.07,0.050900953587984445,0.49748553583316873,0.08344644982937136
348,0.85,0.08,0.0508981053481536,0.4975182858785093,0.0848998982390326
349,0.85,0.09,0.05089590308531037,0.4975529640973329,0.0866719412229369
350,0.85,0.1,0.05089426490504457,0.49758919586369793,0.08872876016311987
351,0.85,0.2,0.05089725341478175,0.497986762683739,0.1195144024562304
352,0.85,0.3,0.050916167057459556,0.49837519421388765,0.15840138639239482
353,0.85,0.4,0.05093925597250526,0.49872148152233137,0.19801003753229993
354,0.85,0.5,0.05096579245627483,0.49907135266687874,0.23559272345613186
355,0.85,0.6,0.0509846615780699,0.49928540900421875,0.27023339346289255
356,0.85,0.7,0.05100510689912188,0.4995137400207265,0.3017754249579726
357,0.85,0.8,0.05102381924732238,0.49971370836240403,0.33036143367540344
358,0.85,0.9,0.05104087720718763,0.49988990591481214,0.3562461083723108
359,0.85,1.0,0.0510564161065402,0.5000461132818373,0.37971072739996
360,0.9,0.0,0.050251389651256015,0.552472024879352,0.08845702025476401
361,0.9,0.01,0.05023687387035171,0.5525750868344848,0.08550516615876401
362,0.9,0.02,0.05022418313379426,0.5526858549321488,0.08328280761972434
363,0.9,0.03,0.050213054051374176,0.5528024342428568,0.08171519645773075
364,0.9,0.04,0.0502032708960004,0.5529233204909071,0.08073538127153575
365,0.9,0.05,0.050194655281067375,0.5530473116619379,0.08028333263409057
366,0.9,0.06,0.05018705839782734,0.5531734420533244,0.08030517154827943
