Index,Time,Temperature,DO
0,21:58:03,32.1,6.89
1,21:58:08,32.1,6.89
2,21:58:13,32.1,6.88
3,21:58:18,32.1,6.88
4,21:58:23,32.1,6.87
5,21:58:28,32.1,6.88
6,21:58:33,32.1,6.89
7,21:58:38,32.1,6.9
8,21:58:43,32.1,6.89
9,21:58:48,32.1,6.88
10,21:58:53,32.1,6.87
11,21:58:58,32.1,6.87
12,21:59:03,32.1,6.87
13,21:59:08,32.1,6.87
14,21:59:13,32.1,6.87
15,21:59:18,32.1,6.87
16,21:59:23,32.1,6.86
17,21:59:28,32.1,6.86
18,21:59:33,32.1,6.87
19,21:59:38,32.1,6.86
20,21:59:43,32.1,6.86
21,21:59:48,32.1,6.86
22,21:59:53,32.1,6.86
23,21:59:58,32.1,6.86
24,22:00:03,32.1,6.86
25,22:00:08,32.1,6.86
26,22:00:13,32.1,6.86
27,22:00:18,32.1,6.86
28,22:00:23,32.1,6.86
29,22:00:28,32.1,6.85
30,22:00:33,32.1,6.85
31,22:00:38,32.1,6.86
32,22:00:43,32.1,6.87
33,22:00:48,32.1,6.88
34,22:00:53,32.1,6.88
35,22:00:58,32.1,6.88
36,22:01:03,32.1,6.89
37,22:01:08,32.1,6.9
38,22:01:13,32.1,6.9
39,22:01:18,32.1,6.9
40,22:01:23,32.1,6.89
41,22:01:28,32.1,6.9
42,22:01:33,32.1,6.89
43,22:01:38,32.1,6.89
44,22:01:43,32.1,6.89
45,22:01:48,32.1,6.9
46,22:01:53,32.1,6.91
47,22:01:58,32,6.91
48,22:02:03,32,6.9
49,22:02:08,32,6.9
50,22:02:13,32,6.9
51,22:02:18,32,6.9
52,22:02:23,32,6.89
53,22:02:28,32,6.89
54,22:02:33,32,6.89
55,22:02:38,32,6.88
56,22:02:43,32,6.87
57,22:02:48,32,6.86
58,22:02:53,32,6.86
59,22:02:58,32,6.83
60,22:03:03,32,6.82
61,22:03:08,32,6.81
62,22:03:13,32,6.8
63,22:03:18,32,6.78
64,22:03:23,32,6.78
65,22:03:28,32,6.77
66,22:03:33,32,6.76
67,22:03:38,32,6.75
68,22:03:43,32,6.74
69,22:03:48,32.1,6.73
70,22:03:53,32.1,6.73
71,22:03:58,32.1,6.72
72,22:04:03,32.1,6.72
73,22:04:08,32.1,6.71
74,22:04:13,32.1,6.69
75,22:04:18,32.1,6.69
76,22:04:23,32.1,6.68
77,22:04:28,32.1,6.68
78,22:04:33,32.1,6.67
79,22:04:38,32.1,6.66
80,22:04:43,32.1,6.65
81,22:04:48,32.1,6.65
