mean_ObjV,Best_ObjV
0.020643472293225308,0.00022996880445263636
0.0006140335827857941,0.0001834485293303289
0.00041427223241066063,7.79215954422269e-05
0.0003179774526030358,7.79215954422269e-05
0.0002447908663003888,7.617496415277951e-05
0.00019273432305143623,7.433630442535648e-05
0.00013933119941399397,7.432926584622858e-05
8.777450946409738e-05,7.432926584622858e-05
7.740848562983114e-05,7.43074018606038e-05
7.5818352701801e-05,7.43074018606038e-05
7.482671934680606e-05,7.43074018606038e-05
7.43953562339735e-05,7.430310726489142e-05
7.433077028527868e-05,7.430116460184925e-05
7.432333589079665e-05,7.430116460184925e-05
7.431944872046277e-05,7.429721572389481e-05
7.431510704661941e-05,7.429721572389481e-05
7.431027497619853e-05,7.42686570918385e-05
7.430680375397725e-05,7.42686570918385e-05
7.430321038198683e-05,7.42686570918385e-05
7.430048711445696e-05,7.42686570918385e-05
7.429863082433083e-05,7.42686570918385e-05
7.429646762799922e-05,7.42686570918385e-05
7.429524668652472e-05,7.42686570918385e-05
7.42937700712133e-05,7.42686570918385e-05
7.429242540626723e-05,7.42686570918385e-05
7.428943763514135e-05,7.426674792467958e-05
7.42822842315488e-05,7.426256281818121e-05
7.427341309610143e-05,7.426256281818121e-05
7.426745254724902e-05,7.426159455567965e-05
7.426681639981685e-05,7.426159455567965e-05
7.426612542756415e-05,7.425740998084565e-05
7.426533002336918e-05,7.425740998084565e-05
7.42642702891002e-05,7.424861044844692e-05
7.426273263650562e-05,7.424111827346654e-05
7.426071679463994e-05,7.424111827346654e-05
7.425823300145437e-05,7.424111827346654e-05
7.425506518505897e-05,7.424111827346654e-05
7.425136004019863e-05,7.424111827346654e-05
7.424740060936173e-05,7.424111827346654e-05
7.424558519540653e-05,7.424111827346654e-05
7.424391905492532e-05,7.424111827346654e-05
7.42421864659564e-05,7.424111827346654e-05
7.424128020865434e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
7.424111827346652e-05,7.424111827346654e-05
