μmax,Ks,best_ObjV
0.02937345500045778,0.6169938430316393,0.014257909188238743
0.04109469893490402,1.0160905158272997,0.01776195063699021
0.031863460188604385,0.6971793913222605,0.013933257133070039
0.04479934080019532,1.2500095368159243,0.021781621568384275
0.04479934080019532,1.2500095368159243,0.021781621568384275
0.07218939786980803,2.5000190736318486,0.04971093153893022
0.04479934080019532,1.2500095368159243,0.021781621568384275
0.04109469893490402,1.0160905158272997,0.01776195063699021
0.031984923856318855,0.7031303644589574,0.013937263929206979
0.031863460188604385,0.6971793913222605,0.013933257133070039
