μmax,Ks,best_ObjV
0.10276190476190476,0.03473722761399012,5.4369004210753105e-05
0.10295238095238095,0.03513398034548007,5.43758982139666e-05
0.11180952380952382,0.06250991881828724,6.362534568132428e-05
0.10266666666666667,0.034499175975096136,5.4368164029088975e-05
0.10752380952380952,0.04727461392907281,5.663947408927916e-05
0.10266666666666667,0.034499175975096136,5.4368164029088975e-05
0.11180952380952382,0.06250991881828724,6.362534568132428e-05
0.10266666666666667,0.03457852652139412,5.43687600938803e-05
0.1017142857142857,0.0319599584935604,5.446392205614455e-05
0.1120952380952381,0.06250991881828724,6.366419183907118e-05
