,Time,Concentration
0,0,4.0
1,5,3.772250641705339
2,10,3.7099838635756495
3,15,3.6636049987805372
4,20,3.728144407490541
5,25,3.479881917052718
6,30,3.478104571788165
7,35,3.319070847431355
8,40,3.326813402526786
9,45,3.158226987399908
10,50,3.089766021149377
11,55,2.9930445844009963
12,60,2.9822524282872522
13,65,2.8531053502818198
14,70,2.6728860486704513
15,75,2.64295785615731
16,80,2.492422553243449
17,85,2.3099379393248043
18,90,2.3928442200889832
19,95,2.211432743746191
20,100,2.2599384015391015
21,105,2.175406716364468
22,110,2.157935635796977
23,115,1.9721608014571885
24,120,1.8295655678045104
25,125,1.7899362590592527
26,130,1.7013053917225274
27,135,1.6931445552480222
28,140,1.5467397582118259
29,145,1.4193574338173929
30,150,1.4548791043183065
31,155,1.2284017426549179
32,160,1.240650439999796
33,165,1.1155618548489263
34,170,1.087338364086401
35,175,0.9776086878649884
36,180,0.9597473450374588
37,185,0.8249205530639514
38,190,0.8113427991286293
39,195,0.6965316072850389
40,200,0.6792319653570899
41,205,0.5944367064821003
42,210,0.5213165382668192
43,215,0.45346864716067264
44,220,0.40152781531008686
45,225,0.36244563803947105
46,230,0.3108441031115892
47,235,0.27043356705340765
48,240,0.22853063949195113
49,245,0.1949245952297935
50,250,0.1543696157987047
51,255,0.1329749920459968
52,260,0.10427050714218512
53,265,0.0825806071374797
54,270,0.06678420090000631
55,275,0.052226445210747985
56,280,0.043675698807522985
57,285,0.032147826114024454
58,290,0.024599610404872203
59,295,0.019647609394478013
60,300,0.014402238074766342
