mean_ObjV,Best_ObjV
0.004755833656626194,0.0001259091753266463
0.000513816497343084,0.0001259091753266463
0.0002540621453158624,0.0001259091753266463
0.00019993301784328388,0.0001259091753266463
0.0001718260321452043,0.0001252202266977863
0.00015193287974710285,0.00012254955971350084
0.00013745809283882975,0.00012210101138945782
0.00013116364840960572,0.00012210101138945782
0.0001257313125366777,0.00012210101138945782
0.00012450872463425972,0.00012210101138945782
0.00012401015112371722,0.00012210101138945782
0.00012331742343124592,0.00012205943435365225
0.00012275627495278137,0.00012205943435365225
0.00012247160110274722,0.00012204903711075556
0.00012227545135354076,0.00012204903711075556
0.0001221565911401992,0.00012204903711075556
0.00012208778476194268,0.00012204863256438216
0.0001220723287242124,0.00012204863256438216
0.00012205863920354825,0.00012204863256438216
0.00012205209995544793,0.00012204856166072541
0.00012204912721987971,0.00012204856166072541
0.00012204889219934687,0.00012204855496455898
0.00012204881231864007,0.00012204855496455898
0.00012204868519752435,0.00012204855496455898
0.00012204859293622197,0.00012204855496455898
0.00012204856365184175,0.00012204855496455898
0.00012204855945099052,0.00012204855496455898
0.00012204855804479551,0.00012204855496455898
0.00012204855556721392,0.00012204855496455898
0.00012204855442371396,0.00012204850088006229
0.00012204855163812879,0.00012204843865953256
0.0001220485467705241,0.00012204843865953256
0.00012204853995494319,0.00012204843865953256
0.00012204852773091258,0.00012204843865953256
0.0001220485083131768,0.00012204843865953256
0.00012204848711018543,0.00012204843865953256
0.00012204847778227306,0.00012204843865953256
0.00012204846643019124,0.00012204843865953256
0.00012204844325620874,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
0.00012204843865953253,0.00012204843865953256
