μmax,Ks,best_ObjV
0.0751045258949553,0.3125023842039811,0.008732712145611086
0.07218939786980803,0.277406901602948,0.004401078275309473
0.07218939786980803,0.277406901602948,0.004401078275309473
0.13437879573961609,0.8288637456035278,0.20910731155682427
0.06830256050294503,0.24650761800856025,0.001860896114496197
0.25875759147923216,1.9806059311365596,0.5749682986411387
0.07218939786980803,0.277406901602948,0.004401078275309473
0.0662984099856563,0.23063835631070184,0.0015450200969266861
0.07218939786980803,0.277406901602948,0.004401078275309473
0.0643549913022248,0.2147690946128434,0.001954686425821898
