μmax,Ks,best_ObjV
0.025851008636738185,0.6640675664334598,0.060363836918279117
0.04109469893490402,1.5625119210199052,0.07540306141183947
0.02554734946745201,0.6439258112015626,0.060340833167559144
0.02554734946745201,0.6439258112015626,0.060340833167559144
0.02524369029816584,0.6249284738805685,0.060350922563079785
0.025851008636738185,0.6640675664334598,0.060363836918279117
0.0345356608783227,1.2500095368159243,0.06818342933670718
0.02554734946745201,0.644536167420711,0.060340917540492964
0.02554734946745201,0.644536167420711,0.060340917540492964
0.02554734946745201,0.6439258112015626,0.060340833167559144
