μmax,Ks,best_ObjV
0.02276190476190476,0.43752060062259657,8.074175640670557e-05
0.02219047619047619,0.41768906793627536,7.00904341328263e-05
0.020571428571428574,0.38126716718549714,5.593714062654311e-05
0.02219047619047619,0.41768906793627536,7.00904341328263e-05
0.02,0.3666544588903131,5.490472557228576e-05
0.02276190476190476,0.43752060062259657,8.074175640670557e-05
0.02219047619047619,0.41774400292986635,7.009054455553253e-05
0.018285714285714287,0.3249587987548068,6.846745559451339e-05
0.020666666666666667,0.38203625709577005,5.617632658230261e-05
0.02276190476190476,0.43752060062259657,8.074175640670557e-05
