μmax,Ks,best_ObjV
0.1341904761904762,0.23390709882194963,8.802812520522105e-05
0.13180952380952382,0.2249404870902765,8.823331179334331e-05
0.13447619047619047,0.23517670756271744,8.803500952422466e-05
0.13495238095238096,0.23660501739608134,8.805514969503211e-05
0.13495238095238096,0.23660501739608134,8.805514969503211e-05
0.1340952380952381,0.23335164499786362,8.802733560103591e-05
0.13180952380952382,0.2249404870902765,8.823331179334331e-05
0.13180952380952382,0.2249404870902765,8.823331179334331e-05
0.1321904761904762,0.2249404870902765,8.82007171311006e-05
0.1340952380952381,0.23335164499786362,8.802733560103591e-05
