μmax,Ks,best_ObjV
0.09838095238095237,0.021882439113715443,7.612163154396506e-05
0.09838095238095237,0.021882439113715443,7.612163154396506e-05
0.09447619047619048,0.009345052798632736,7.465154780455163e-05
0.09438095238095238,0.009107001159738753,7.465186175577947e-05
0.09504761904761905,0.010852713178294573,7.468186130008793e-05
0.10752380952380952,0.04584630409570897,8.737925658529344e-05
0.09457142857142857,0.00958310443752669,7.465280195959932e-05
0.1100952380952381,0.06250991881828724,9.562653853628621e-05
0.09428571428571429,0.008789598974546772,7.465374691588429e-05
0.09533333333333333,0.01172556918757249,7.471777917174811e-05
