μmax,Ks,best_ObjV
1.5508987701040682,0.5324482695477019,0.00012205747057884271
1.5508987701040682,0.5324482695477019,0.00012205747057884271
1.5473982970671711,0.5302508698040652,0.00012204843865953256
1.556480605487228,0.5359641091375207,0.0001221008639747338
1.5473982970671711,0.5302508698040652,0.00012204843865953256
1.5468306527909177,0.5299212598425197,0.0001220482883051071
1.5442762535477765,0.5285478850027467,0.00012205153880101008
1.5504257332071902,0.5318439846182018,0.00012205453617458267
1.5789025543992432,0.5500274674967954,0.00012261862402056323
1.556480605487228,0.5359641091375207,0.0001221008639747338
