Index,Time,Temperature,DO
0,13:56:18,31.5,6.91
1,13:56:23,31.5,6.92
2,13:56:28,31.5,6.92
3,13:56:33,31.5,6.92
4,13:56:38,31.5,6.92
5,13:56:43,31.5,6.92
6,13:56:48,31.6,6.92
7,13:56:53,31.6,6.91
8,13:56:58,31.6,6.9
9,13:57:03,31.6,6.9
10,13:57:08,31.6,6.9
11,13:57:13,31.6,6.9
12,13:57:18,31.6,6.9
13,13:57:23,31.6,6.9
14,13:57:28,31.6,6.9
15,13:57:33,31.6,6.9
16,13:57:38,31.6,6.9
17,13:57:43,31.6,6.9
18,13:57:48,31.6,6.89
19,13:57:53,31.6,6.9
20,13:57:58,31.7,6.9
21,13:58:03,31.7,6.89
22,13:58:08,31.7,6.88
23,13:58:13,31.7,6.88
24,13:58:18,31.7,6.89
25,13:58:23,31.7,6.88
26,13:58:28,31.7,6.88
27,13:58:33,31.7,6.88
28,13:58:38,31.7,6.88
29,13:58:43,31.7,6.88
30,13:58:48,31.7,6.88
31,13:58:53,31.7,6.88
32,13:58:58,31.7,6.88
33,13:59:03,31.7,6.88
34,13:59:08,31.7,6.88
35,13:59:13,31.7,6.88
36,13:59:18,31.7,6.88
37,13:59:23,31.8,6.88
38,13:59:28,31.8,6.88
39,13:59:33,31.8,6.88
40,13:59:38,31.8,6.87
41,13:59:43,31.8,6.87
42,13:59:48,31.8,6.88
43,13:59:53,31.8,6.88
44,13:59:58,31.8,6.88
45,14:00:03,31.8,6.87
46,14:00:08,31.8,6.87
47,14:00:13,31.8,6.87
48,14:00:18,31.8,6.87
49,14:00:23,31.8,6.87
50,14:00:28,31.9,6.87
51,14:00:33,31.9,6.87
52,14:00:38,31.9,6.87
53,14:00:43,31.9,6.87
54,14:00:48,31.9,6.86
55,14:00:53,31.9,6.86
56,14:00:58,31.9,6.86
57,14:01:03,31.9,6.85
58,14:01:08,31.9,6.85
59,14:01:13,31.9,6.85
60,14:01:18,31.9,6.85
61,14:01:23,31.9,6.86
62,14:01:28,31.9,6.86
63,14:01:33,31.9,6.86
64,14:01:38,31.9,6.86
65,14:01:43,31.9,6.85
66,14:01:48,31.9,6.85
67,14:01:53,31.9,6.84
68,14:01:58,31.9,6.82
69,14:02:03,31.9,6.81
70,14:02:08,31.9,6.78
71,14:02:13,31.9,6.76
72,14:02:18,31.9,6.74
73,14:02:23,31.9,6.72
74,14:02:28,31.9,6.7
75,14:02:33,31.9,6.67
76,14:02:38,31.9,6.66
77,14:02:43,31.9,6.65
78,14:02:48,31.9,6.63
79,14:02:53,31.9,6.61
80,14:02:58,31.9,6.6
81,14:03:03,31.9,6.58
82,14:03:08,31.9,6.56
83,14:03:13,31.9,6.55
84,14:03:18,31.9,6.53
85,14:03:23,31.9,6.53
86,14:03:28,31.9,6.51
87,14:03:33,31.9,6.49
88,14:03:38,32,6.48
89,14:03:43,32,6.45
90,14:03:48,32,6.44
91,14:03:53,32,6.42
92,14:03:58,32,6.4
93,14:04:03,32,6.38
94,14:04:08,32,6.37
95,14:04:13,32,6.36
96,14:04:18,32,6.34
97,14:04:23,32,6.33
98,14:04:28,32,6.31
99,14:04:33,32,6.3
100,14:04:38,32,6.29
101,14:04:43,32,6.27
102,14:04:48,32,6.26
103,14:04:53,32,6.23
104,14:04:58,32,6.22
105,14:05:03,32,6.21
106,14:05:08,32,6.19
107,14:05:13,32.1,6.17
108,14:05:18,32.1,6.17
109,14:05:23,32.1,6.15
110,14:05:28,32.1,6.14
111,14:05:33,32.1,6.11
112,14:05:38,32.1,6.1
113,14:05:43,32.1,6.08
114,14:05:48,32.1,6.06
115,14:05:53,32.1,6.05
116,14:05:58,32.1,6.03
117,14:06:03,32.1,6.02
118,14:06:08,32.1,6
119,14:06:13,32.1,5.99
120,14:06:18,32.1,5.97
121,14:06:23,32.1,5.96
122,14:06:28,32.1,5.94
123,14:06:33,32.1,5.93
124,14:06:38,32.1,5.91
125,14:06:43,32.1,5.89
126,14:06:48,32.1,5.88
127,14:06:53,32.1,5.86
128,14:06:58,32.1,5.85
129,14:07:03,32.1,5.83
130,14:07:08,32.1,5.82
131,14:07:13,32.1,5.81
132,14:07:18,32.1,5.79
133,14:07:23,32.1,5.77
134,14:07:28,32.1,5.76
135,14:07:33,32.1,5.74
136,14:07:38,32.1,5.73
137,14:07:43,32.1,5.71
138,14:07:48,32.1,5.69
139,14:07:53,32.1,5.68
140,14:07:58,32.1,5.68
141,14:08:03,32.1,5.66
142,14:08:08,32.2,5.64
143,14:08:13,32.2,5.62
144,14:08:18,32.2,5.61
145,14:08:23,32.2,5.59
146,14:08:28,32.2,5.57
147,14:08:33,32.2,5.56
148,14:08:38,32.2,5.55
149,14:08:43,32.2,5.53
150,14:08:48,32.2,5.52
151,14:08:53,32.2,5.5
152,14:08:58,32.2,5.48
153,14:09:03,32.2,5.47
