Index,Time,Temperature,DO
0,17:21:26,31.8,6.87
1,17:21:31,31.8,6.87
2,17:21:36,31.8,6.87
3,17:21:41,31.8,6.87
4,17:21:46,31.8,6.87
5,17:21:51,31.8,6.88
6,17:21:56,31.9,6.88
7,17:22:01,31.9,6.88
8,17:22:06,31.9,6.88
9,17:22:11,31.9,6.87
10,17:22:16,31.9,6.88
11,17:22:21,31.9,6.87
12,17:22:26,31.9,6.87
13,17:22:31,31.9,6.87
14,17:22:36,31.9,6.88
15,17:22:41,31.9,6.89
16,17:22:46,31.9,6.88
17,17:22:51,31.9,6.88
18,17:22:56,31.9,6.88
19,17:23:01,31.9,6.88
20,17:23:06,31.9,6.87
21,17:23:11,31.9,6.87
22,17:23:16,31.9,6.87
23,17:23:21,31.9,6.88
24,17:23:26,31.9,6.88
25,17:23:31,31.9,6.88
26,17:23:36,31.9,6.88
27,17:23:41,31.9,6.88
28,17:23:46,31.9,6.88
29,17:23:51,31.9,6.88
30,17:23:56,31.9,6.88
31,17:24:01,31.9,6.88
32,17:24:06,31.9,6.87
33,17:24:11,31.9,6.87
34,17:24:16,31.9,6.87
35,17:24:21,31.9,6.88
36,17:24:26,31.9,6.87
37,17:24:31,31.9,6.84
38,17:24:36,31.9,6.82
39,17:24:41,31.9,6.81
40,17:24:46,31.9,6.79
41,17:24:51,31.9,6.76
42,17:24:56,31.9,6.75
43,17:25:01,31.9,6.72
44,17:25:06,31.9,6.7
45,17:25:11,31.9,6.68
46,17:25:16,31.9,6.66
47,17:25:21,31.9,6.64
48,17:25:26,31.9,6.63
49,17:25:31,31.9,6.61
50,17:25:36,31.9,6.58
51,17:25:41,31.9,6.56
52,17:25:46,31.9,6.55
53,17:25:51,31.9,6.52
54,17:25:56,31.9,6.51
55,17:26:01,31.9,6.49
56,17:26:06,31.9,6.47
57,17:26:11,31.9,6.46
58,17:26:16,31.9,6.43
59,17:26:21,31.9,6.42
60,17:26:26,31.9,6.41
61,17:26:31,31.9,6.4
62,17:26:36,31.9,6.39
63,17:26:41,31.9,6.37
64,17:26:46,31.9,6.34
65,17:26:51,32,6.33
66,17:26:56,32,6.32
67,17:27:01,32,6.3
68,17:27:06,32,6.28
69,17:27:11,32,6.27
70,17:27:16,32,6.25
71,17:27:21,32,6.23
72,17:27:26,32,6.21
73,17:27:31,32,6.19
74,17:27:36,32,6.17
75,17:27:41,32,6.15
76,17:27:46,32,6.14
77,17:27:51,32,6.12
78,17:27:56,32,6.1
79,17:28:01,32,6.09
80,17:28:06,32,6.07
81,17:28:11,32,6.05
