μmax,Ks,best_ObjV
0.044617145298623616,1.2500095368159243,0.04367485138510764
0.033321024201178016,0.627064720647588,0.036617900758214965
0.04109469893490402,0.9088967048393619,0.03977611987259179
0.031499069185460984,0.5676312838080124,0.03646937596252204
0.031013214514603107,0.5468028778295733,0.03648391972223207
0.04109469893490402,0.9088967048393619,0.03977611987259179
0.03131687368388928,0.5614514270891349,0.03647069997113108
0.03131687368388928,0.5617566051987091,0.03647068400580309
0.04109469893490402,0.9375071526119432,0.03982677567016092
0.033321024201178016,0.627064720647588,0.036617900758214965
