μmax,Ks,best_ObjV
0.10752380952380952,0.042196178966001335,6.946986672137017e-05
0.10752380952380952,0.042196178966001335,6.946986672137017e-05
0.10752380952380952,0.042196178966001335,6.946986672137017e-05
0.10752380952380952,0.042196178966001335,6.946986672137017e-05
0.10752380952380952,0.04211682841970335,6.94698712070958e-05
0.10714285714285714,0.041243972410425433,6.944712476454944e-05
0.11419047619047619,0.06250991881828724,7.523062041408456e-05
0.10752380952380952,0.042196178966001335,6.946986672137017e-05
0.10752380952380952,0.042196178966001335,6.946986672137017e-05
0.10704761904761904,0.04100592077153145,6.944591724618032e-05
