μmax,Ks,best_ObjV
0.05645985290078433,0.30494922599201957,0.0036238189690338167
0.06684499649037141,0.6250047684079622,0.00690844205958364
0.08445722830896937,1.2500095368159243,0.022489201737090302
0.07218939786980803,0.6249284738805685,0.012715427785080318
0.07218939786980803,0.7395991485530743,0.009890054914460832
0.05652058473464156,0.3065514110672841,0.0036237056755234033
0.05664204840235603,0.3097557812178132,0.00362419263107506
0.056702780236213265,0.3125023842039811,0.0036253710562658657
0.07218939786980803,0.7395991485530743,0.009890054914460832
0.056702780236213265,0.3125023842039811,0.0036253710562658657
