μmax,Ks,best_ObjV
0.02019047619047619,0.37280717817249587,4.813668032222872e-08
0.02028571428571429,0.3754989928584508,1.1482024780797758e-07
0.02019047619047619,0.37280717817249587,4.813668032222872e-08
0.02028571428571429,0.3750045779161326,1.0052528594654278e-07
0.020666666666666667,0.38390404687786117,9.582254330479336e-07
0.02266666666666667,0.43752060062259657,2.2745609382217244e-05
0.018285714285714287,0.3249587987548068,1.5896359440592424e-05
0.02028571428571429,0.3750045779161326,1.0052528594654278e-07
0.02219047619047619,0.419941402673503,1.38571893891117e-05
0.02219047619047619,0.419941402673503,1.38571893891117e-05
