μmax,Ks,best_ObjV
0.02219047619047619,0.41131660867972897,0.0018349396471080024
0.021047619047619048,0.3849478117560886,0.0018304537585600768
0.021047619047619048,0.38472807178172497,0.0018304567776140867
0.023047619047619046,0.43752060062259657,0.0018453046289849746
0.02219047619047619,0.40933894891045597,0.0018351664844495604
0.02028571428571429,0.3671488738326314,0.001832300680095177
0.018571428571428572,0.3249587987548068,0.0018546065383982168
0.023047619047619046,0.43752060062259657,0.0018453046289849746
0.020571428571428574,0.3742354880058597,0.0018311159105626207
0.023047619047619046,0.43752060062259657,0.0018453046289849746
