μmax,Ks,best_ObjV
0.19656819360942412,3.923064598576344,0.00171509625169767
0.18855159154026918,3.437449931716398,0.0016922417927184392
0.19656819360942412,3.925811201562512,0.0017151000130395484
0.1891589098788415,3.4826162919333794,0.0016923351036696598
0.19286355174413283,3.7500286104477727,0.0017002744734811715
0.18873378704184088,3.4491992889350045,0.0016922271410350904
0.18885525070955536,3.45705762525654,0.0016922328082146988
0.19292428357799007,3.7500286104477727,0.0017002698841557355
0.18855159154026918,3.437449931716398,0.0016922417927184392
0.19292428357799007,3.7500286104477727,0.0017002698841557355
