μmax,Ks,best_ObjV
0.06441572313608203,0.782372508926664,0.019031331456165576
0.0624115726187933,0.7382427442243721,0.019017532205986662
0.06441572313608203,0.782372508926664,0.019031331456165576
0.07237159337137974,1.000030518509476,0.020787899050295065
0.0624115726187933,0.7382427442243721,0.019017532205986662
0.06441572313608203,0.782372508926664,0.019031331456165576
0.06326181829279458,0.7567979979857784,0.019000548353342497
0.06326181829279458,0.7569200720236824,0.01900054592196138
0.07218939786980803,0.9597460860011597,0.02049412736667351
0.06289742728965117,0.7488631855220191,0.019003531819964354
