μmax,Ks,best_ObjV
0.15628571428571428,0.26929744247085396,8.459487482197803e-05
0.13180952380952382,0.18637612158945246,7.647445839541402e-05
0.15628571428571428,0.2655679667948483,8.483307113295705e-05
0.13885714285714287,0.20946713056216812,7.424111827346654e-05
0.13895238095238097,0.20970518220106213,7.423972683234002e-05
0.15628571428571428,0.26929744247085396,8.459487482197803e-05
0.1440952380952381,0.22708295184032232,7.518699791528996e-05
0.15628571428571428,0.26929744247085396,8.459487482197803e-05
0.14295238095238097,0.2250198376365745,7.487373490461897e-05
0.13904761904761906,0.21010193493255205,7.423863404033264e-05
