time,ammonia,nitrite,nitrate,COD
1,27.58528809194748,1.3253943905969678,20.077390779728322,71.87677440902033
2,27.56203291587275,1.294277443093916,20.08381437220699,70.4953128346846
3,27.540127620061856,1.2663916917923859,20.089339877565195,69.11548489624177
4,27.519466153229033,1.241480400650887,20.094036723513987,67.73716069254274
5,27.499944787802484,1.2192914511543902,20.09797354098031,66.36021276682787
6,27.481463401628307,1.1995806486223322,20.101217190072454,64.98451776995365
7,27.46392649957094,1.182114391377279,20.103831957116263,63.609957796379724
8,27.447243974700974,1.166671693866312,20.105878929822126,62.236421390659025
9,27.431331623346207,1.1530455928673218,20.10741554610237,60.863804241052385
10,27.416111438681348,1.1410439936384682,20.108495303311113,59.49200959046405
11,27.401511713820035,1.130490030240486,20.10916760886478,58.1209484032303
12,27.3874669880631,1.1212220224120681,20.109477750097106,56.75053933000696
13,27.37391786979287,1.1130931121084422,20.109466960349646,55.38070851303881
14,27.36081076730559,1.1059706581474553,20.10917255913143,54.01138927148833
15,27.348097555398372,1.099735459273738,20.108628146153624,52.64252170221844
16,27.335735201413147,1.0942808659894034,20.10786383166147,51.27405222628901
17,27.32368537017303,1.0895118309771328,20.10690648836459,49.90593310605954
18,27.311914023163574,1.0853439377526255,20.105780013123987,48.53812195263025
19,27.53294564893643,0.6084384230905405,20.095963538646334,47.23827894117717
20,27.825747640023035,0.2834012993738867,20.067388454022385,46.03349803583325
21,28.192292030512164,0.11478991813530325,20.01954313950197,44.92734414834537
22,28.607093454387673,0.049462828764127165,19.959054758630884,43.88665996951323
23,29.042081371139567,0.02853557286815069,19.89322227531879,42.87421857636268
24,29.483150232248754,0.022349947587052235,19.825713501963122,41.87118617520246
25,29.56607355353737,0.2970580286996422,19.735549140150948,40.63524006400964
26,29.609724063107624,0.4605797300541311,19.685082523567385,39.34831704026221
27,29.635366463884715,0.5756408537122479,19.65035989833711,38.03819052150103
28,29.650273323797663,0.6623381424680549,19.624491694416484,36.71427185403267
29,29.65798881961973,0.7302045219510448,19.604366050048835,35.38112270452628
30,29.660553396698564,0.7846409329816917,19.588272337518564,34.041358935015765
31,29.659265368577323,0.8290466248462973,19.575156214177266,32.696639804857604
32,29.655008181746805,0.8657162368077304,19.564316884316426,31.348091488501268
33,29.648412603801702,0.8962781295178295,19.555262934160986,29.996516346444213
34,29.63994550977598,0.9219317882561525,19.547635784111492,28.64250719784138
35,29.62996221625287,0.9435865766477904,19.541165655785242,27.286514527751514
36,29.618739151010594,0.9619477536465607,19.535644631630955,25.92888835735705
37,29.606495206380707,0.9775723674052499,19.530909342555848,24.569905560738615
38,29.593406232614097,0.9909070025966971,19.52682938732433,23.209788374344207
39,29.5796151903491,1.002314106664196,19.523299322721105,21.848717342166527
40,29.565239455325727,1.0120908587644621,19.520232964433326,20.486840616014515
41,29.550376196429827,1.0204830144420314,19.517559232444878,19.124280793267285
42,29.53510641499879,1.0276952722525101,19.51521905805121,17.76114004585252
43,29.75848413024313,0.5654328985377652,19.504846518522918,16.47069659131839
44,30.05511858857291,0.2581698449196747,19.475328887869697,15.27735866327961
45,30.423880958024387,0.10397544121043288,19.42696082695818,14.180596856159704
46,30.837447486743258,0.045814205809818334,19.36684749003892,13.14473699861407
47,31.269007831966317,0.027425275766321432,19.301960177388835,12.134185577660677
48,31.705820733947803,0.022014908822065117,19.235611977947276,11.13192334772823
49,31.78192553923198,0.29841142150728794,19.14688631854176,9.895976132847164
50,31.81861259574383,0.46314611423322094,19.098000144829037,8.608828791690392
51,31.837246970888216,0.5792417287223176,19.06489515038071,7.298389584249057
52,31.84512424615199,0.6668580165687854,19.040665360687058,5.974101392457935
53,31.845798001126717,0.7355537127289742,19.02219319276804,4.6405390891052924
54,31.841313741518693,0.7907439099050895,19.00776515093129,3.3003257923535156
55,31.832973024829247,0.8358370975123224,18.996325088647172,1.9551254744382298
56,31.821661645707902,0.8731346843243126,18.987170890984455,0.6060677382247515
57,31.80798208860459,0.9061469468018138,18.99345610618748,0.008563888888888888
58,31.792223435704244,0.935953853191539,19.0151253941954,0.008563888888888888
59,31.77473497363406,0.9615502151124278,19.038309897166155,0.008563888888888888
60,31.755815859134984,0.9836391910627252,19.062740368560057,0.008563888888888888
61,31.735704356859014,1.0027778920484345,19.088204306308768,0.008563888888888888
62,31.714593201500577,1.0194149981250318,19.114531137071786,0.008563888888888888
63,31.692640323378487,1.0339168115921757,19.141582009923997,0.008563888888888888
64,31.669976543935164,1.04658581788297,19.16924255961233,0.008563888888888888
65,31.646711228029403,1.0576742325543051,19.19741764700576,0.008563888888888888
66,31.62293652079167,1.067394098384815,19.226027453814364,0.008563888888888888
67,31.8268146551996,0.7317995422812799,19.195474773699644,0.008563888888888888
68,32.07581109235074,0.46694381472987995,19.15129139282267,0.008563888888888888
69,32.37480438139097,0.28119849286338205,19.091848456190032,0.008563888888888888
70,32.71944673340924,0.16869374303718476,19.01830177755739,0.008563888888888888
71,33.096776446415184,0.10961220977745186,18.934528472371348,0.008563888888888888
72,33.492662079195135,0.0817002762498191,18.84487618562304,0.008563888888888888
73,33.55433814550823,0.32683750160683833,18.78051415102658,0.008563888888888888
74,33.58267175771478,0.4803797152431499,18.754963735790927,0.008563888888888888
75,33.59452013385276,0.5916802159071848,18.746426830989435,0.008563888888888888
76,33.59617426171245,0.6776089849032129,18.747846064100294,0.008563888888888888
77,33.59082684121859,0.7463748608749925,18.755880182124454,0.008563888888888888
78,33.58036424889696,0.8027014690667926,18.768640227665486,0.008563888888888888
79,33.56600997762646,0.8495961196459371,18.784938714524934,0.008563888888888888
80,33.548609593844915,0.8891084544214739,18.803974048422308,0.008563888888888888
81,33.5287750194877,0.9227057433095933,18.825176733498868,0.008563888888888888
82,33.506964810202504,0.9514779856479078,18.848126305171714,0.008563888888888888
83,33.48353208501289,0.9762586101173849,18.872502911127075,0.008563888888888888
84,33.45875475875263,0.9976997028647592,18.898057373492854,0.008563888888888888
85,33.4328554723578,1.0163211000725731,18.924591784493806,0.008563888888888888
86,33.40601521752849,1.0325436559254133,18.951946434242686,0.008563888888888888
87,33.37838293865671,1.0467125091299065,18.979990715616996,0.008563888888888888
88,33.35008247738398,1.0591137965693074,19.008616620584394,0.008563888888888888
89,33.32121770867418,1.0699869397211934,19.03773397880305,0.008563888888888888
90,33.29187641399015,1.0795338595701212,19.067266899663,0.008563888888888888
91,33.49092255159656,0.7418226135605257,19.037463604644085,0.008563888888888888
92,33.73483582551318,0.4744298465870305,18.994111235357853,0.008563888888888888
93,34.028720821162175,0.28606601798724424,18.935514670150855,0.008563888888888888
94,34.36857475335678,0.1714056011430142,18.862723419004773,0.008563888888888888
95,34.74161725587236,0.110937504743102,18.7795548810041,0.008563888888888888
96,35.1336341658763,0.08229276712355736,18.690379262756657,0.008563888888888888
97,35.19046163357899,0.32812435041608157,18.626588839118813,0.008563888888888888
98,35.21392814601955,0.4823086767569431,18.601612531000367,0.008563888888888888
99,35.22089924698911,0.5942047166445641,18.593657763425707,0.008563888888888888
100,35.21766971246824,0.680687754978359,18.595667754150753,0.008563888888888888
101,35.20743446662045,0.7499705168037131,18.604301088227604,0.008563888888888888
102,35.192081407944855,0.8067796343204546,18.617668457601038,0.008563888888888888
103,35.172835181586684,0.8541248736693146,18.63458197218377,0.008563888888888888
104,35.15054228984197,0.8940579687372758,18.654239621923022,0.008563888888888888
105,35.12581545354637,0.9280480287639897,18.676071497434826,0.008563888888888888
106,35.099113934972735,0.957186708823237,18.69965672787596,0.008563888888888888
107,35.07079149414533,0.9823089544907145,18.724675063677182,0.008563888888888888
108,35.041126637863904,1.0040682598058617,18.750876939271304,0.008563888888888888
109,35.0103425606494,1.022985780208789,18.778064068913974,0.008563888888888888
110,34.97862077639957,1.039483614655379,18.806076374554127,0.008563888888888888
111,34.94611072498052,1.0539080821001927,18.834782890811365,0.008563888888888888
112,34.912936719926776,1.066546442243091,18.864075261450473,0.008563888888888888
113,34.87920308664737,1.07763918704538,18.893862978174884,0.008563888888888888
114,34.84499803706233,1.0873892593478052,18.92406982288886,0.008563888888888888
115,35.03994191414388,0.7483193688848684,18.89483615645744,0.008563888888888888
116,35.27959162108527,0.4792949916032666,18.852106336633955,0.008563888888888888
117,35.56919410496545,0.2892396845340491,18.794143594855502,0.008563888888888888
118,35.904968897152735,0.17317826065329509,18.721929025060035,0.008563888888888888
119,36.27425694845979,0.11180389003391038,18.639240178879348,0.008563888888888888
120,36.66279388680875,0.08267839449999925,18.550460775220422,0.008563888888888888
121,36.71522894305434,0.32916042281084695,18.4871524970259,0.008563888888888888
122,36.73427635104014,0.48391669590525915,18.462676008891826,0.008563888888888888
123,36.73681653142939,0.5963361353548093,18.455231713403094,0.008563888888888888
124,36.72914930561373,0.6833036383076626,18.457761118160622,0.008563888888888888
125,36.714472183089775,0.7530370423956009,18.466921912934144,0.008563888888888888
126,36.694674686842234,0.8102663546340257,18.48082415561162,0.008563888888888888
127,36.670982621093486,0.8580038553713009,18.49827944004188,0.008563888888888888
128,36.644243389852925,0.8983032998817744,18.518485305157615,0.008563888888888888
129,36.61507045958075,0.9326355079016957,18.540871431349775,0.008563888888888888
130,36.58392373658351,0.9620936344589678,18.565016565597052,0.008563888888888888
