μmax,Ks,best_ObjV
0.020476190476190474,0.38126716718549714,9.993308401877404e-07
0.02219047619047619,0.41972166269913935,1.4174598072404059e-05
0.02019047619047619,0.37286211316608686,4.530493211009995e-07
0.02019047619047619,0.37286211316608686,4.530493211009995e-07
0.01904761904761905,0.34660318622962827,5.3379236144760915e-06
0.02019047619047619,0.37286211316608686,4.530493211009995e-07
0.026761904761904765,0.5500274674967954,0.00013245272392541706
0.02019047619047619,0.37286211316608686,4.530493211009995e-07
0.020666666666666667,0.38390404687786117,1.3421146745622055e-06
0.02038095238095238,0.3778062625892694,6.343481885427992e-07
