μmax,Ks,best_ObjV
0.06459791863765374,0.5468791723569668,0.00337995852242379
0.0888906521805475,1.2500095368159243,0.023157315672142274
0.13437879573961609,2.5000190736318486,0.08096657770880968
0.07218939786980803,0.7178552082459125,0.005969017725269731
0.07218939786980803,0.7177026191911254,0.005969024374904648
0.06441572313608203,0.5374186509601666,0.0033486034378075722
0.13437879573961609,2.5000190736318486,0.08096657770880968
0.07218939786980803,0.7177026191911254,0.005969024374904648
0.07218939786980803,0.7178552082459125,0.005969017725269731
0.07218939786980803,0.7177026191911254,0.005969024374904648
