μmax,Ks,best_ObjV
0.020666666666666667,0.38478300677531585,1.2671911597279356e-06
0.02219047619047619,0.419941402673503,1.4015712073345242e-05
0.02266666666666667,0.43752060062259657,2.2779882484940422e-05
0.02028571428571429,0.3751693828969054,4.0046571481311415e-07
0.02266666666666667,0.43752060062259657,2.2779882484940422e-05
0.02019047619047619,0.3729719831532686,3.5531202325384207e-07
0.01904761904761905,0.34671305621681014,5.275973015790123e-06
0.02028571428571429,0.3751693828969054,4.0046571481311415e-07
0.02219047619047619,0.41983153268632123,1.401522176767634e-05
0.02019047619047619,0.3729719831532686,3.5531202325384207e-07
