μmax,Ks,best_ObjV
0.07218939786980803,2.5000190736318486,0.03427711811647633
0.0456495864741966,1.2500095368159243,0.011967302433955364
0.0456495864741966,1.2500095368159243,0.011967302433955364
0.06830256050294503,2.5000190736318486,0.03289416663178504
0.07218939786980803,2.5000190736318486,0.03427711811647633
0.03763298440504166,0.8593815565609478,0.008421744734063397
0.03939420758690145,0.9375071526119432,0.008690694081593927
0.04103396710104679,1.2500095368159243,0.016663549517885498
0.0456495864741966,1.2500095368159243,0.011967302433955364
0.03696493423261208,0.8248201356516697,0.008405451410054157
