μmax,Ks,best_ObjV
0.02219047619047619,0.38434352682658857,0.0035107815974222446
0.020761904761904763,0.35347006042849294,0.0035025095520581848
0.020666666666666667,0.35143746566562906,0.0035024823718217456
0.02219047619047619,0.38434352682658857,0.0035107815974222446
0.020571428571428574,0.34940487090276506,0.0035025256830407024
0.02219047619047619,0.38434352682658857,0.0035107815974222446
0.020571428571428574,0.34940487090276506,0.0035025256830407024
0.020666666666666667,0.35143746566562906,0.0035024823718217456
0.020571428571428574,0.34940487090276506,0.0035025256830407024
0.020761904761904763,0.35347006042849294,0.0035025095520581848
