Index,Time,Temperature,DO
0,17:36:43,31.6,6.97
1,17:36:48,31.6,6.97
2,17:36:53,31.6,6.98
3,17:36:58,31.6,6.98
4,17:37:03,31.6,6.99
5,17:37:08,31.6,6.98
6,17:37:13,31.6,6.98
7,17:37:18,31.6,6.99
8,17:37:23,31.6,6.99
9,17:37:28,31.6,6.98
10,17:37:33,31.6,6.98
11,17:37:38,31.6,6.98
12,17:37:43,31.6,6.98
13,17:37:48,31.6,6.99
14,17:37:53,31.6,6.99
15,17:37:58,31.6,6.98
16,17:38:03,31.6,6.98
17,17:38:08,31.7,6.97
18,17:38:13,31.7,6.97
19,17:38:18,31.7,6.98
20,17:38:23,31.7,6.98
21,17:38:28,31.7,6.97
22,17:38:33,31.7,6.96
23,17:38:38,31.7,6.96
24,17:38:43,31.7,6.97
25,17:38:48,31.7,6.96
26,17:38:53,31.7,6.96
27,17:38:58,31.7,6.96
28,17:39:03,31.8,6.97
29,17:39:08,31.8,6.97
30,17:39:13,31.8,6.96
31,17:39:18,31.8,6.95
32,17:39:23,31.8,6.95
33,17:39:28,31.8,6.94
34,17:39:33,31.7,6.94
35,17:39:38,31.7,6.9
36,17:39:43,31.7,6.89
37,17:39:48,31.6,6.89
38,17:39:53,31.6,6.88
39,17:39:58,31.5,6.87
40,17:40:03,31.5,6.87
41,17:40:08,31.5,6.85
42,17:40:13,31.5,6.83
43,17:40:18,31.5,6.81
44,17:40:23,31.5,6.8
45,17:40:28,31.5,6.77
46,17:40:33,31.4,6.76
47,17:40:38,31.4,6.74
48,17:40:43,31.4,6.72
49,17:40:48,31.4,6.7
50,17:40:53,31.4,6.69
51,17:40:58,31.4,6.66
52,17:41:03,31.4,6.64
53,17:41:08,31.4,6.62
54,17:41:13,31.4,6.6
55,17:41:18,31.4,6.58
56,17:41:23,31.4,6.56
57,17:41:28,31.4,6.55
58,17:41:33,31.4,6.54
59,17:41:38,31.4,6.5
60,17:41:43,31.4,6.48
61,17:41:48,31.4,6.46
62,17:41:53,31.4,6.44
63,17:41:58,31.4,6.42
64,17:42:03,31.4,6.4
65,17:42:08,31.4,6.38
66,17:42:13,31.4,6.37
67,17:42:18,31.4,6.33
68,17:42:23,31.4,6.32
69,17:42:28,31.4,6.3
70,17:42:33,31.4,6.28
71,17:42:38,31.4,6.26
72,17:42:43,31.4,6.24
73,17:42:48,31.4,6.22
74,17:42:53,31.4,6.2
75,17:42:58,31.4,6.18
76,17:43:03,31.4,6.15
77,17:43:08,31.4,6.13
78,17:43:13,31.4,6.12
79,17:43:18,31.4,6.09
80,17:43:23,31.4,6.08
81,17:43:28,31.4,6.06
82,17:43:33,31.4,6.04
83,17:43:38,31.4,6.01
84,17:43:43,31.4,6.01
85,17:43:48,31.4,5.98
86,17:43:53,31.4,5.96
87,17:43:58,31.4,5.94
88,17:44:03,31.4,5.92
89,17:44:08,31.4,5.9
90,17:44:13,31.4,5.89
91,17:44:18,31.4,5.86
92,17:44:23,31.4,5.84
93,17:44:28,31.4,5.83
94,17:44:33,31.4,5.81
95,17:44:38,31.4,5.79
96,17:44:43,31.4,5.77
97,17:44:48,31.4,5.75
98,17:44:53,31.4,5.73
99,17:44:58,31.4,5.7
100,17:45:03,31.4,5.69
101,17:45:08,31.4,5.67
102,17:45:13,31.4,5.64
103,17:45:18,31.4,5.63
104,17:45:23,31.4,5.61
105,17:45:28,31.4,5.59
106,17:45:33,31.4,5.57
107,17:45:38,31.4,5.55
108,17:45:43,31.4,5.53
109,17:45:48,31.5,5.52
110,17:45:53,31.5,5.49
111,17:45:58,31.4,5.48
112,17:46:03,31.5,5.45
113,17:46:08,31.5,5.43
114,17:46:13,31.5,5.41
115,17:46:18,31.5,5.39
116,17:46:23,31.5,5.37
117,17:46:28,31.5,5.36
118,17:46:33,31.5,5.34
119,17:46:38,31.5,5.33
120,17:46:43,31.5,5.31
121,17:46:48,31.5,5.29
122,17:46:53,31.5,5.28
123,17:46:58,31.5,5.26
124,17:47:03,31.5,5.23
125,17:47:08,31.5,5.21
126,17:47:13,31.5,5.2
127,17:47:18,31.5,5.18
128,17:47:23,31.5,5.16
129,17:47:28,31.5,5.14
130,17:47:33,31.5,5.13
131,17:47:38,31.5,5.11
132,17:47:43,31.5,5.09
133,17:47:48,31.5,5.08
134,17:47:53,31.5,5.06
135,17:47:58,31.5,5.04
136,17:48:03,31.5,5.02
137,17:48:08,31.5,5
138,17:48:13,31.5,4.99
139,17:48:18,31.5,4.97
140,17:48:23,31.5,4.95
141,17:48:28,31.5,4.93
142,17:48:33,31.5,4.92
143,17:48:38,31.5,4.89
144,17:48:43,31.5,4.88
145,17:48:48,31.5,4.86
146,17:48:53,31.5,4.84
147,17:48:58,31.5,4.83
148,17:49:03,31.5,4.81
149,17:49:08,31.5,4.8
150,17:49:13,31.5,4.78
151,17:49:18,31.5,4.75
152,17:49:23,31.5,4.74
153,17:49:28,31.5,4.73
154,17:49:33,31.5,4.71
155,17:49:38,31.5,4.69
156,17:49:43,31.5,4.68
157,17:49:48,31.5,4.66
158,17:49:53,31.5,4.65
159,17:49:58,31.6,4.63
160,17:50:03,31.6,4.61
161,17:50:08,31.6,4.6
162,17:50:13,31.6,4.58
163,17:50:18,31.6,4.57
164,17:50:23,31.6,4.55
165,17:50:28,31.6,4.54
166,17:50:33,31.6,4.53
167,17:50:38,31.6,4.51
168,17:50:43,31.6,4.49
169,17:50:48,31.6,4.48
170,17:50:53,31.6,4.47
171,17:50:58,31.6,4.45
172,17:51:03,31.6,4.44
173,17:51:08,31.6,4.42
174,17:51:13,31.6,4.41
175,17:51:18,31.6,4.4
176,17:51:23,31.6,4.38
177,17:51:28,31.6,4.37
178,17:51:33,31.6,4.35
179,17:51:38,31.6,4.34
180,17:51:43,31.6,4.33
181,17:51:48,31.6,4.31
182,17:51:53,31.6,4.31
183,17:51:58,31.6,4.3
184,17:52:03,31.6,4.28
185,17:52:08,31.6,4.26
186,17:52:13,31.6,4.25
187,17:52:18,31.6,4.24
188,17:52:23,31.6,4.22
189,17:52:28,31.6,4.21
190,17:52:33,31.6,4.2
191,17:52:38,31.6,4.19
192,17:52:43,31.6,4.17
193,17:52:48,31.6,4.16
194,17:52:53,31.6,4.15
195,17:52:58,31.6,4.13
196,17:53:03,31.6,4.12
197,17:53:08,31.6,4.11
198,17:53:13,31.6,4.09
199,17:53:18,31.6,4.08
200,17:53:23,31.6,4.07
201,17:53:28,31.6,4.06
202,17:53:33,31.6,4.04
203,17:53:38,31.6,4.03
204,17:53:43,31.6,4.02
205,17:53:48,31.6,4
206,17:53:53,31.6,3.99
207,17:53:58,31.6,3.98
208,17:54:03,31.6,3.97
209,17:54:08,31.6,3.96
210,17:54:13,31.6,3.94
211,17:54:18,31.6,3.93
212,17:54:23,31.6,3.92
213,17:54:28,31.6,3.9
214,17:54:33,31.6,3.89
215,17:54:38,31.6,3.88
216,17:54:43,31.6,3.87
217,17:54:48,31.6,3.85
218,17:54:53,31.6,3.85
219,17:54:58,31.6,3.83
220,17:55:03,31.6,3.82
221,17:55:08,31.6,3.8
222,17:55:13,31.6,3.79
223,17:55:18,31.6,3.78
224,17:55:23,31.6,3.77
225,17:55:28,31.6,3.75
226,17:55:33,31.6,3.75
227,17:55:38,31.6,3.73
228,17:55:43,31.6,3.72
229,17:55:48,31.6,3.71
230,17:55:53,31.6,3.69
231,17:55:58,31.6,3.68
232,17:56:03,31.6,3.67
233,17:56:08,31.6,3.66
234,17:56:13,31.6,3.65
